,split,words,ents
3906,train,"while unloading roughbacks from the narrow belt saw , employee slipped in the slurry from the sawing of the stone , twisting his back , he was sent to the dunn walk i clinic about 10am and was off the rest of the day per doug king , supervisor",o o o o o o o o o b-person/employee o o o o o o o o o o o o o b-body_part/back o o o o o o o o o o o o o o o o o o o o o o o o o
3907,train,"the offside roof bolter operator on 3 section in number 2 entry was struck in the back of the right leg by a piece of rock while roof bolting . the operator was transported to raleigh general hospital where x-rays showed a broken fibula , broken pinky toe , and cracked ankle . operators return to work is unknown at this time . operator worked for lightning contracting services mine id .",o o o o b-person/operator o o o o o o o o o o o b-body_part/back o o b-body_part/leg/right_leg i-body_part/leg/right_leg o o o o o o o o o o b-person/operator o o o o o o o o o o o o o o o o o o o b-body_part/leg/ankle o o o o o o o o o o o b-person/operator o o o o o safety - o
3908,train,employee was in the process of installing a new 1 1/2 '' rock dust hose on the roofbolter . he stated his foot got tangled in the hose and as he turned he twisted his ankle .,b-person/employee o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/foot o o o o o o o o o o o o b-body_part/leg/ankle o
3909,train,injured was working on feeder pried down on slate bar and slate bar slipped catching left pinkie finger between feeder flygt and slate bar causing a contusion .,o o o o o o o o o o o o o o o o o o o o o o o o o o b-injury/bruises/contusion o
3910,train,"employee was lining up a wear plate on a conveyor chute . as employee went to set it down , employee pinched right middle finger between the wear plate and inner lip of the chute . the employee sought treatment and was diagnosed with a fracture as well as a laceration in which employee received stitches .",b-person/employee o o o o o o o o b-equipment/mechanical_equipment/conveyor b-equipment/chute o o b-person/employee o o o o o o b-person/employee o o o o o o o o o o o o o b-equipment/chute o o b-person/employee o o o o o o o b-injury/fracture o o o o b-injury/laceration o o b-person/employee o o o
3911,train,employee was in the process of spotting a roof bolt with a fletcher bolter when he turned to see the location of the bolt and position the bolter . he then proceeded to the front of the bolter and ran into the atrs striking his eye .,b-person/employee o o o o o o o o o o o o o o o o o o o b-location o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/head/eye o
3912,train,employee was putting up rib bolt ; suction hose got damaged ; took off glove reached down with his left hand to fix hose and a piece of metal poked through top of left thumb .,b-person/employee o o o o o o o o o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o o o b-body_part/arm/hand/thumb/left_thumb i-body_part/arm/hand/thumb/left_thumb o
3913,train,employee was operating a scoop when a piece of water struck employee on the left side of the head . the water line was lying by the coal rib when the scoop struck it,b-person/employee o o o o o o o o line o b-person/employee o o o o o o b-body_part/head o o o o o o o o o o o o o o o
3914,train,"employee shut down the generator for the end of the shift . as he walked out of the generator trailer , he stepped on to the platform at the top of the stairs . the platform was covered with about 1 '' of snow . as employee stepped on the solid metal section of the platform , his feet went out from under him and he fell down , struck his arm when he landed and then he slid down the stairs .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm o o o o o o o o o o o
3915,train,while walking to a work station the employee stepped on uneven ground and tunnel his left ankle . this was reoccurrence of a neutral from 1999 .,o b-activity/walking o o o o o b-person/employee o o o o o o o b-body_part/leg/ankle/left_ankle i-body_part/leg/ankle/left_ankle o o o o o o o o o o
3916,train,employee was helping a second employee lift a filter press leave into a box when he felt a sharp pain in his lower back . the employee was treated at a local clinic and returned to work with restrictions  .,b-person/employee o o o o b-person/employee o o b-equipment/filter o o o o o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o o b-person/employee o o o o o o o o o o o o  o
3917,train,"the employee was guiding a bell housing down off the metcalf secondary crusher overhead crane when a clevis pin fell 45 ft , hitting the employee on the right hand pinky finger .",o b-person/employee o o o o o o o o o o b-equipment/mechanical_equipment/crusher o o o o o o o o o o o o b-person/employee o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o o o
3918,train,"employee was driving a 190 ton end dump . he was on the fill dumping his load . he said that the truck bed slammed back and jerking his neck . he was dizzy , vision was blurred , and light headed .",b-person/employee o b-activity/driving o o o o o o o o o o o o o o o o o o o o o o b-body_part/back o o o b-body_part/neck o o o o o o o o o o o o o
3919,train,the employee was in the process of climbing upon the d9 cat and as he lifted his leg up he felt his knee pop .,o b-person/employee o o o o o o o o o o o o o o o b-body_part/leg o o o o b-body_part/leg/knee o o
3920,train,"employee was hauling mega-blocks to the section with a scoop . he had exited the scoop and was walking back to check for clearance when he stepped on uneven ground and in mud and twisted his left ankle . this injury did not involve any aspect of compliance with rules or regulations , job skills or attitude . amendment : returned to doctor 2/20/06 recurring pain . back on restricted duty .",b-person/employee o o o o o o o o o o o o o o o o o b-activity/walking b-body_part/back o o o o o o o o o o o o o o o o b-body_part/leg/ankle/left_ankle i-body_part/leg/ankle/left_ankle o o b-injury o o o o o o o o o o o o o o o o o o o o o o - o o o b-body_part/back o o o o
3921,train,"after installing the suction nipple on the new suction plate to the pump , employee bent over with impact wrench to tighten bolts an experienced pain in his lower back . employee reported incident on 11/26 /01 .",o o o o o o o o o o o o b-equipment/mechanical_equipment/pump o b-person/employee o o o o o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o b-person/employee o o o o o o
3922,train,employee was carrying a 5 gallon oil can up number 1 entry to the f25 longwall face through a water hole measuring 30' x 5' x 4 '' deep when stepped on a rock twisting left knee . lost on 7/8/16 .,b-person/employee o o o o o o o o o o o o o o o o o o o o o long o wide o o o o o o o o o o b-body_part/leg/knee/left_knee i-body_part/leg/knee/left_knee o time o o o
3923,train,"while on a platform approximately  12-15 ' high with handrails all around , employee was burning duct work . when duct was cut loose the platform fell in and employee with it .",o o o o o  o o o o o o o o b-person/employee o o o o o o o o o o o o o o o went o o o
3924,train,"while standing on the second step of a 6 ft step ladder , the employee fell backwards and sprained his left wrist while trying to catch himself . the employee did not hit the ground .",o o o o o o o o o o o o o o b-person/employee o o o o o b-body_part/arm/wrist/left_wrist i-body_part/arm/wrist/left_wrist o o o o o o o b-person/employee o o o o o o
3925,train,employee was standing on front platform helping a mechanic bolt a light bracket on the lift cylinder of a d11 bulldozer after they had replaced hydraulic  hoses . the employee lost balance and handhold causing employee to fall . employee received a cut on the head that required stitches .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o  o o o b-person/employee o o o o o b-person/employee o b-accident_cause/fall o b-person/employee o o o o o b-body_part/head o o o o
3926,train,"a roof fall occurred in the main entries west , cross-cut 7 , number 1 entry , long 20 ' x wide 20 ' x thick 10 ' . the roof was bolted with 6 ' point anchor pins .",o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
3927,train,"employee was washing around the  c  belt braking resistors . he stated that he tripped on a wash down hose and his arm slid under the resistor and came in contact with power , receiving electrical burns to his left hand .",b-person/employee o o o o  o  o o o o o o o o o o o o o o o o b-body_part/arm o o o o o o o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o
3928,train,"a hole blew out during a blast , a small rock ricocheted from the ground or a nearby trailer and struck employee on the head . first aid was administered at the mine site . that night he went to a doctor for a tetanus shot and the doctor closed the laceration with a butterfly closure .",o o o o o o o o o o o o o o o o o o o o o b-person/employee o o b-body_part/head o o o o o o o o o o o o o o o o o o o o o o o o o o b-injury/laceration o o o o o
3929,train,"employee had surgery for carpal tunnel syndrome on may 31 , 2000 .",b-person/employee o o o o o o o o o o o o
3930,train,employee was working on 777 haul truck . he was going under to check on a broken cooling line . he stepped on the steamer line that another employee was using at the time . the line rolled causing him to twist  his knee . the result was a medial meniscal tear . first day missed was 07-11-2002. not reportable until then .,b-person/employee o o o o b-vehicle/heavy_vehicle/haul_truck i-vehicle/heavy_vehicle/haul_truck o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o  o b-body_part/leg/knee o o o o o o o o o o o o o o o o o o o
3931,train,"employee was operating a forklift on the surface , employee went to adjust the left fork and it came completely off hitting top of employee's right foot . employee was seen by emergency and released to company doctor after x-rays it was revealed a possible fracture/contusion , referred to ortho doctor employee released to sedentary work only .",b-person/employee o o o b-vehicle/light_vehicle/forklift o o o o b-person/employee o o o o o o o o o o o o o o o b-body_part/leg/foot/right_foot i-body_part/leg/foot/right_foot o b-person/employee o o o room o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o
3932,train,"employee was walking down 2nd floor steps and slipped and fell backward and hit his head on hand rail , hurting head and back .",b-person/employee o b-activity/walking o o o o o o o o o o o o b-body_part/head o b-body_part/arm/hand o o o b-body_part/head o b-body_part/back o
3933,train,"sliding a 4' '' sheet of decking steel onto the forks of a forklift . sheets were frozen together . materials slipped out of his hands he lost footing , twisted back and felt pain in lower back  .",o o x o o o o o o o o o o b-vehicle/light_vehicle/forklift o o o o o o o o o o o o o o o o o b-body_part/back o o o o b-body_part/back/lower_back i-body_part/back/lower_back  o
3934,train,"while changing ear muffs the broken wire cut across the left index finger , eight stitches were required .",o o b-body_part/head/ear o o o o o o o o o o o o o o o o
3935,train,"an unintentional roof fall occurred in the intake airway , number 6 entry , at spad # 5107. the fall measured 12 ' long , 18 ' wide , and 5 ' high . dangered and rerouted intake escapeway .",o o o b-accident_cause/fall o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o off o o o o o
3936,train,"employee stepped out of cab of vehicle and his foot slipped out from under him causing employee to fall backwards onto the flatbed of the truck jamming his left shoulder . the employee did not report this incident  to employer until 1/5/04 and has not missed any from work or had restricted duty . employer made aware on 2/3/04 that employee is seeing a chiropractor , making this reportable . chiropractor is 1st medical",b-person/employee o o o o o b-vehicle o o b-body_part/leg/foot o o o o o o b-person/employee o b-accident_cause/fall o o o o o o o o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o o b-person/employee o o o o o  o o o o o o o o days o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o
3937,train,"employee was machining on a lathe when a metal string wrapped around the part . as lathe came to a stop , employee reached with a pair of pliers to cut the string , but the string cut the employee . employee received 3 sutures and 3 days restrictions .",b-person/employee o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o b-person/employee o b-person/employee o o o o o o o o
3938,train,employee was working on conveyor and had to lift the tail wheel onto welding truck . he had another helping him lift the approx . 100 lb tail drum . while lifting he felt something give in his lower back . diagnosed with a lower back strain .,b-person/employee o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o o o o b-body_part/back/lower_back i-body_part/back/lower_back b-injury/muscle/strain o
3939,train,"a roof fall occurred in the 9th east , number 3 entry , at number 23 cross-cut . the fall was 20 ' long . 25 ' wide and 8 ' high . it didn't affect ventilation , traveler cause damage to equipment or injuries . the area  was bolted with 8 ' point anchor bolts . the reason for delay in reporting was that the examiner supposed to be walking number 1 entry and just found out he was walking number 3 .",o o b-accident_cause/fall o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o b-equipment o o o o o  o o o o o o o o o o o o o o o o o o was o o o b-activity/walking o o o o o o o o o b-activity/walking o o o
3940,train,while an employee was using a hammer and chisel to break chain apart another employee was observing . a small sliver of metal hit that employee in left wrist .,o o b-person/employee o o o o o o o b-injury/fracture/break o o o b-person/employee o o o o o o o o o o b-person/employee o b-body_part/arm/wrist/left_wrist i-body_part/arm/wrist/left_wrist o
3941,train,employee stated that while removing a top roller and structure from the longwall belt he felt pain in his left elbow . employee continued to work and did not begin to miss work until 9/18/2015 when he was diagnosed with a sprain/strain type injury to his elbow .,b-person/employee o o o o o o o o o o o o o o o o o o b-body_part/arm/elbow/left_elbow i-body_part/arm/elbow/left_elbow o b-person/employee o o o o o o o o o o o o o o o o o o o o b-injury o o b-body_part/arm/elbow o
3942,train,employee was tightening chain ratchet when hook came loose and struck the left side of his face requiring stitches .,b-person/employee o o o o o o o o o o o o o o o o o o o
3943,train,laborer was assigned to operate a skid steer loader located near the mine service building . entry into the operator's cab is via the bucket . she slipped on snow/ice in the bucket and twisted her  left knee . she began losing time on 8-30-00 for surgical repair .,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  b-body_part/leg/knee/left_knee i-body_part/leg/knee/left_knee o o o o o o o o o o o
3944,train,"roof fall occurred 1 cross-cut inby surveyor station number 9191 roof was support with 42 '' resin bolts , fall measured 13 ' wide 10 ' thick , 30 ' long .",o b-accident_cause/fall o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o
3945,train,"employee was attempting to install a bent roof bolt into the roof while holding onto it . the bolt spun around hitting his wrist as he accidentally pushed on the rotation . cause of this injury was an unsafe act . rules/regulations  was a factor , protective equip . not a factor , miner proficiency a factor , mining equipment/system a factor .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/wrist o o o o o o o o o o o b-injury o o o o o o  o o o o o o o o o o o o o o o o o o o o o
3946,train,another tech and myself started to disassemble the accumulator and failed to bleed off the nitrogen before starting disassembly . i was holding the ratchet on the end cap while employee ran the ratchet . when the end cap came to the end of its threads the pressure that was still in the accumulator blew the end cap into my hand .,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand o
3947,train,"employee was taking up cable on bolter and didn't cut reel off fast enough . the cable struck employee on the  arm , pulling shoulder up , popping shoulder .",b-person/employee o o o o o o o o o o o o o o o o o b-person/employee o right  b-body_part/arm o o b-body_part/arm/shoulder o o o b-body_part/arm/shoulder o
3948,train,employee stepped off of a material supply trailer that is 16 '' high and stepped on a lump of coal resulting in a twisted ankle .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/ankle o
3949,train,"employee was dismounting komatsu haul truck in wet muddy conditions when foot slipped off access ladder . as a result a fall ensued , and the right arm was lacerated on the toe plate of access platform . injury required sutures to close the wound .",b-person/employee o o o b-vehicle/heavy_vehicle/haul_truck i-vehicle/heavy_vehicle/haul_truck o o o o o b-body_part/leg/foot o o o o o o o o o b-accident_cause/fall o o o o b-body_part/arm/right_arm i-body_part/arm/right_arm o o o o o o o o o o b-injury o o o o o o o
3950,train,employee was pushing wheelbarrow through mud and it tipped over . employee went to brace themselves and landed on their right thumb . fractured right thumb . employee released to restricted duty which the site could accommodate .,b-person/employee o o o o o o o o o o b-person/employee o o o o o o o o b-body_part/arm/hand/thumb/right_thumb i-body_part/arm/hand/thumb/right_thumb o o b-body_part/arm/hand/thumb/right_thumb i-body_part/arm/hand/thumb/right_thumb o b-person/employee o o o o o o o o o o
3951,train,employee was pulling a rock out of tailpiece and strained his lower stomach area .,b-person/employee o o o o o o o o o o o b-body_part/body/stomach o o
3952,train,employee was preparing to service a miner when rock fell from the roof and struck him on the head and right side of his back . lost time injury .,b-person/employee o o o o o o o o o o o o o o o o o b-body_part/head o o o o o b-body_part/back o o o b-injury o
3953,train,"employee was riding in a track mounted mantrip when the operator stopped suddenly . when the mantrip stopped , it was struck by a locomotive . this resulted in the injured having pain in his back and neck .",b-person/employee o o o o o o o o o b-person/operator o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/back o b-body_part/neck o
3954,train,bent over to pick up mop pail . lifting bucket felt `` pop '' in low back . pain felt in left leg downto heel . doctor visit 9/5/01 physical therapy prescribed .,o o o o o o o o o o o o o o o o b-body_part/back o o o o b-body_part/leg/left_leg i-body_part/leg/left_leg o o o o o o o o o o
3955,train,employee was cleaning take off duct . it was full of build up so it blew out and covered him on his gloves and coat . the material got in his glove and burned his right hand .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o
3956,train,employee was marking spacing for drill holes when he removed his hard hat to adjust his earmuffs . a rock then fell from the highwall and struck his head .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/head o
3957,train,employee states that he was moving rocks in preparation to bolt a cut when he felt a pain in his right groin . he worked his regular job until the scheduled miner's vacation ( june 29 to july 5 ) . employee was disabled by doctor bucci effective 7/6/09 for a right inguinal hernia .,b-person/employee o o o o o o o o o o o o o o o o o o o o b-body_part/groin o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o
3958,train,employee bent over to pick up 50 lb bag and experienced discomfort in lower back . went to see outside medical provider and was given multiple doses of prescription medication .,b-person/employee o o o o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o o o o o o o o o o o o o o o o
3959,train,a steel plate tipped over and pinched the employee's  4th finger between the plate and the concrete floor as he was working on the plate . the resulting avulsion required sutures .,o o o o o o o o o  o o o o o o o o o o o o o o o o o o o o o o o
3960,train,while lifting a rock off of bull shaker . employee strained his left shoulder .,o o o o o o o o o b-person/employee o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o
3961,train,"employee was changing a roller on a conveyor . he was having trouble getting a nut off of a bolt which held the roller . when the nut cam loose , the roller came loose and employee tried to hold it from falling .",b-person/employee o o o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o
3962,train,received a coal diagnosis for employee on 1/27/2015 . he was termed on 9/21/2012 due to reduction in force .,o o workers' o o b-person/employee o o o o o o o o o o o o o o
3963,train,"employee was checking oil on the end dump while standing on the platform . once finished , the employee stepped backwards unaware of employee's placement , causing employee to fall 4 ft backwards from the end dump .",b-person/employee o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o b-person/employee o b-accident_cause/fall o o o o o o o o
3964,train,roof bolter was installing the inside pin in the number 10 entry on the number 1 unit ( mobile 002 ) . a piece of draw rock measuring 2.75 ' x 2.75 ' x 2 '' thick fell from between the rib pin and the rib making contact with the roof bolter's left foot bottom . he received a contusion and sprain as a result .,o o o o o o o o o o o o o o o o o o mining o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/foot/left_foot i-body_part/leg/foot/left_foot o o o o o b-injury/bruises/contusion o b-injury/muscle/sprain o o o o
3965,train,"two employees were cleaning and oiling bearing housing with bearing inside from vibrating screen . bearing housing was set up on its side and oil caused bearing housing to slip and fall over . bearing housing caught end of thumb on right hand of employee , crushed/cut end of thumb on right hand .",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o b-body_part/arm/hand/thumb o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o b-person/employee o o o o b-body_part/arm/hand/thumb o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o
3966,train,employee was using an impact wrench to remove a rusted bolt when it jerked causing him to smash his finger .,b-person/employee o o o o o o o o o o o o o o o o o o o o
3967,train,"employee was using a pry bar to remove large rock from ( 9fa01 ) pan feeder to crusher . the rock shifted striking the pry bar he was using , smashing his left thumb against the side of ( 9fa01 ) pan feed emergency .",b-person/employee o o o o o o o o o o o o o o o o b-equipment/mechanical_equipment/crusher o o o o o o o o o o o o o o b-body_part/arm/hand/thumb/left_thumb i-body_part/arm/hand/thumb/left_thumb o o o o o o o o o room o
3968,train,"roof fall in the number 3 entry , cross-cut number 13 , 13th right section . roof fall was in the intersection , dimensions were approximately 42 x 27 x 17 feet high . mine hotline was called .",o b-accident_cause/fall o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o safety o o o o
3969,train,employee stated he was operating battery scoop hauling mud-muck and loose rock that had been piled up in cross-cut between supply road and belt entries . while backing the scoop a large piece of rock came in operators compartment struck the employee on his left shoulder causing contusion . employee started missing work on 5/27/11 .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o b-injury/bruises/contusion o b-person/employee o o o o o o
3970,train,employee states he was trying to drive out cut off bolts using ball ping hammer . does not know what caused injury but looked down and noticed blood on left lower arm . applied pressure and was brought to first aid . sent to new bern family practice . x-ray revealed foreign body in left forearm . employee was given prescription medication and 2 days restricted duty .,b-person/employee o o o o o o o o o o o o o o o o o o o o b-injury o o o o o o o o o b-body_part/arm o o o o o o o o o o o o o o o o o o o o b-body_part/body o o o o b-person/employee o o o o o o o o o o
3971,train,"employee stated that at the end of the shift he staged the shuttle car up at the feeder and dismounted to walk to the mantrip . as he bent forward to walk , he felt pain in his back . this resulted in sprain .",b-person/employee o o o o o o o o o o o o b-vehicle/light_vehicle/car o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/back o o o o b-injury/muscle/sprain o
3972,train,the injured was using a bench press grinder to remove burrs from a 3 '' washer . the grinding wheel the washer and pinched his right  thumb against the grinder rest .,o o o o o o o o o o o o o o o o o o o snagged o o o o o o  b-body_part/arm/hand/thumb o o o o o
3973,train,employee was walking toward transportation and twisted right ankle resulting in a sprain,b-person/employee o b-activity/walking o o o o b-body_part/leg/ankle/right_ankle i-body_part/leg/ankle/right_ankle o o o o
3974,train,the employee was operating the shearer in the longwall . he was checking the cutting level of the drum when the face blew out and a piece of coal struck his bottom lip . he received 4 stitch es to close the laceration . returned to work his scheduled shift on 1-28-02 .,o b-person/employee o o o o o o section o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-injury/laceration o o o o next o o o o o
3975,train,employee stated that he picked the blower cable up with his left hand . when he did this he felt pain in his left arm . ( employee didn't start missing work until 3/17/06 . ),b-person/employee o o o o o o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o o o o o b-body_part/arm/left_arm i-body_part/arm/left_arm o o b-person/employee o o o o o o o o
3976,train,pittsburg breaks and clay vein,o o o o o
3977,train,"the injured employee was assisting making repairs to the a-1 jig elevator . after the shear pin was replaced , the workers stood in the clear ( 12 ' away ) . as the unit was jogged a piece hub broke off striking  him on the forehead .",o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o o o o o
3978,train,burned skin left foot employee was pressure washing by an engine compartment when he sprayed his left foot puncturing through his steel toed boot,o o b-body_part/leg/foot/left_foot i-body_part/leg/foot/left_foot b-person/employee o o o o o o o o o o o b-body_part/leg/foot/left_foot i-body_part/leg/foot/left_foot o o o o o o
3979,train,"the hoist was shut down to replace a defective hoist brake valve . the mine evacuation started at 10:30 am and was complete at 10:40 pm . the valve was replaced , the hoist tested and miners returned  underground at 11:05 pm .",o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o o o o o
3980,train,employee was marking the face in the underground mine . loose rock 2-3 ' up on the rib fell on his foot .,b-person/employee o o o o o o o o o o o o o o o o o o o o b-body_part/leg/foot o
3981,train,employee stated that he was carrying pin boards to the scoop when he stepped in a uneven place in the mine floor and fell on his knee . he continued to work for a couple hours and asked to be taken to medical  services . he then was taken off by his family doctor .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/leg/knee o o o o o o o o o o o o o o o o  o o o o o o o o o o o o
3982,train,one of our euclids had an exhaust leak and employee became ill after awhile . he claimed that the leak was present a couple of months ago and we made some adjustments . evidently that didn't eliminate the problem . light exposure evident to exhaust fumes .,o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
3983,train,employee experienced pain in lower back when employee was bending to remove a piece a metal from the mine floor . the operator received the results of an mri on 8/10/16 which noted ( 1 ) degenerative changed noted above at l3-l4 and l4-l5 . ( 2 ) degenerative facet disease .,b-person/employee o o o b-body_part/back/lower_back i-body_part/back/lower_back o b-person/employee o o o o o o o o o o o o o o b-person/operator o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
3984,train,"employee was working in burner building area , removing welding leads . employee stepped back to turn , stepping down off ramp . he misjudged the edge and fell .",b-person/employee o o o o o o o o o o o b-person/employee o b-body_part/back o o o b-accident_cause/stepping o o o o o o o o o o o
3985,train,"employee shoveling walkway of belt 12 conveyor . glasses got fogged due to humidity . employee laid glasses on belt tray . glove got close to pinch point of idler and belt . pulled employee's right arm in pinch point  . belt was moving slow , employee pulled stop cord to belt and pulled out arm .",b-person/employee o o o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o b-body_part/arm/right_arm i-body_part/arm/right_arm o o o  o o o o o o b-person/employee o o o stop o o o o b-body_part/arm o
3986,train,employee was changing bits on the miner on mobile 001. a piece of metal chipped off and struck him in the left eye .,b-person/employee o o o o o o o mining o o o o o o o o o o o o b-body_part/head/eye/left_eye i-body_part/head/eye/left_eye o
3987,train,3 employee's were working on an elevated conveyor without fall protection . they were about 10.6 ' off the ground . employee lost his footing and fell over backwards . he landed on his head and right  wrist . employee was taken to the hospital by a compensation . truck . employee has a fractured neck and a broken right wrist .,o o o o o o o b-equipment/mechanical_equipment/conveyor o b-accident_cause/fall o o o o o o o o o o o b-person/employee o o o o o o o o o o o o b-body_part/head o o  b-body_part/arm/wrist o b-person/employee o o o o o o o o o o o b-person/employee o o o b-body_part/neck o o o b-body_part/arm/wrist/right_wrist i-body_part/arm/wrist/right_wrist o
3988,train,driving too fast on a gravel road and slid into a ditch . five stitches above his right  ear .,b-activity/driving o o o o o o o o o o o o o o o o o  b-body_part/head/ear o
3989,train,employee was operating shuttle car headed to the continuous miner when rib ( 2 ' x 3 ' ) rolled off hitting him in right arm and shoulder . injury resulted in application of splint to immobilize the injured area . this report is being generated under protest to terminate citation number 9006070 .,b-person/employee o o o b-vehicle/light_vehicle/car o o o b-vehicle/heavy_vehicle/continuous_miner i-vehicle/heavy_vehicle/continuous_miner o o o o o o o o o o o o o o b-body_part/arm/right_arm i-body_part/arm/right_arm o b-body_part/arm/shoulder o b-injury o o o o o o o o o o o o o o o o o o o o o o o o
3990,train,"employee was replacing the conveyor motor guard , when the guard fell catching his right hand between the guard and rub rail on the continuous miner , resulting in a fracture to his right ring finger .",b-person/employee o o o b-equipment/mechanical_equipment/conveyor o o o o o o o o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o o o o o o o o b-vehicle/heavy_vehicle/continuous_miner i-vehicle/heavy_vehicle/continuous_miner o o o o b-injury/fracture o o o o o o
3991,train,employee has hearing loss under south dakota workman's compensation . employee laid off due to mine closure .,b-person/employee o o o o o o o o o b-person/employee o o o o o o o
3992,train,"a roof fall was found dec 10 , 2004 at 11:30 pm at survey station 29 and 99 entry number 2 , main south . fall was in a four way intersection that had been mined june 6th 2004 and supported with 8 ' full resin bolts . fall measured 15 ' long and 15 ' wide and 8 ' high . no injury or property damage resulted . fall will be cleaned up and resupported .",o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o o o o o o o o o b-accident_cause/fall o o o o o o o o o o o o o o b-injury o o o o o b-accident_cause/fall o o o o o o o
3993,train,employee was positioning a metal cable chocker to free dozer that was stuck . there was a sharp burr or wires sticking out from the cable which penetrated his overalls causing the laceration . he received  3 sutures to close the wound and released to return to work .,b-person/employee o o o o o o o a b-vehicle/heavy_vehicle/dozer o o o o o o o o o o o o o o o o o o o o o o b-injury/laceration o o o  o o o o o o o o o o o o o
3994,train,"a rock fell from the mine roof approximately 35 ' inby survey station no 13356 as the 6-left cross-cut was being mined on the 020-0 mobile , east section . the rock measured approximately 4'6 '' to 5 ' high x 15'6 '' long x 5'6 '' wide . 6 ' roof bolts were being used as primary roof support in the no 6 entry . this report is being submitted to prevent any additional citations .",o o o o o o o o o o o o o o o o o o o o o o o o o mining o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o
