,binary_injury,NARRATIVE,split
1123,low_injury,   employee rock miner rock smash finger rock rib result fracture,train
1124,low_injury,   unintentional roof fall occur intersection south east main 8 entry 33 + 05 cause roof fall laminate unconsolidated shale anchorage point area support 6 fully grout roof bolt,train
1125,low_injury,   ee pick trash pallet safe twist leave hand wrist swollen red ice pack swell,train
1126,low_injury,   roof fall find weekly examination s-8 main x cut 15 entry 6 fall cause injury miner impede passage miner affect ventilation,train
1127,low_injury,   stand pile dirt maintenance water line employee reach cut zip tie hose hold hose leave hand cut razor knife right hand accidently cut left index finger require 4 stitch,train
1128,low_injury,   employee co worker complete repair feed portion feederslippe lacerate employee leave little finger,train
1129,low_injury,   employee tell treat physician work relate injury diagnosis carpal tunnel leave wrist medical attention seek 12/2010 receive diagnosis 05/10/2011    report supervisor 05/13/2011.the result repetitive operation loader state need surgery july august,train
1130,low_injury,   roof fall discover 3k panel 7 entry xc-34 spad 22 + 95 approximate size fall length-19 ft width-19 ft height 6 1/2 ft,train
1131,low_injury,   employee state truck rigger bolt fall lift bucket overhead strike lip,train
1132,low_injury,   injure person hammer chisel remove race gear headgate range arm steel fragment come gear imbe leave hand person doctor fragment remove,train
1133,low_injury,   pry bar try remove piece steel piece steel pry bar slip steel piece fall thumb,train
1134,low_injury,   employee hit leave thumb hammer try hit cap wedge install timber    injury require stitch,train
1135,low_injury,   cut cable knife slip cut left hand,train
1136,low_injury,   5/8/2012 employee allegedly lift battery service truck report bilateral middle finger pain employee evaluate physican 3/4/2013 issue leave fourth digit finger splint,train
1137,low_injury,   ee state tool box wd-40 lift tool box lid reach tool box right hand unkowingly leave hand edge tool box lid fall strike hand lid tool box edge tool cause cut leave little finger,train
1138,low_injury,   employee hear impair baseline audiogram time hire experience shift hearing baseline,train
1139,low_injury,   mmu-001 0 8 right entry cut coal possible gas dust ignition occur small orange glow away immediately observe miner operator injury kettle cut,train
1140,low_injury,   age relate injury knee walk step,train
1141,low_injury,   apply belt dress ee state place hand belt start belt start pull finger catch belt drive sheave receive rx fractured tip finger,train
1142,low_injury,   employee file claim black lung benefit u.s department labor office worker compensation notice date june 19 2012 notice receive company july 2 2012 accident associate claim,train
1143,low_injury,   allege occupational lung disease,train
1144,low_injury,   employee state step finish plant control room platform hole create flooding process feel pain leave achille area    originally fist aid treatment provide 6/26 orthopedic doctor leave ankle immobilize rigid splint,train
1145,low_injury,   employee experience pain numbness wrist claim review accept w. comp 10/19/01 surgery perform 10/22/01,train
1146,low_injury,   hoist trip south conveyance approach dump north conveyance approach 5970 loading pocket    rider conveyance,train
1147,low_injury,   perform maintenance heater thermostat 988f wheel loader right hand middle finger come contact squirrel fan,train
1148,low_injury,   roof fall occur 2 3n54y 14 s cut 2nd west entry l70'x w18'xt10 roof bolt 6 point anchor,train
1149,low_injury,   employee smash thumb ball bucket mechanism reach underside mill ball bucket remove stick ball,train
1150,low_injury,   shearer cut bad rock fall headgate drum cause throw handrail strike ee hand forearm,train
1151,low_injury,   ee reset steer cylinder caterpillar 773a haul truck cylinder weight shift smash finger cylinder frame truck cause small laceration ring finger leave hand,train
1152,low_injury,   grind edge stone mantel grinder jump hurt rush finish home,train
1153,low_injury,   injure party drive 1 unit main east wsupply road run rock road throw air strike leave leg,train
1154,low_injury,   employee remove glove lunch rock fall strike hand    receive laceration suture,train
1155,low_injury,   ee treat carpal tunnel leave hand notify company 11 11 03,train
1156,low_injury,   section supervisor find bruise swell wrist work day shift 9/28/11 sure cause injury follow dr 10/13/2011 place medication aid reduce swell employee miss work place restrict duty,train
1157,low_injury,   non injury roof fall occur 3 entry adjacent 2 entry 14 beltline inby spad#2513 break256 fall partially block 3 intake main travel way 001 section main intake 001 section impede ventilation fall approx 6'h x 18 w. 60 l. attach map,train
1158,low_injury,   replace bolt nut conveyor routine maintenance ratchet slip little finger hit conveyor lattice injure finger,train
1159,low_injury,   employee attempt pull hung drill steel face hole slip smash right fingertip shoot rock result avulsion laceration fingertip x ray slight hairline fracture 9 stitch require suture laceration,train
1160,low_injury,   ee repair broken drive chain 2b belt drive unit 2 remove half belt drive chain pry bar raise chain broken link case bar slip slack chain fall ber case bar pinch finger chain laceration require stitch,train
1161,low_injury,   metal arm guard slippedand pinch finger,train
1162,low_injury,   employee work slag dryer dc fan shroud concurve base inside throw piece steel ring cut fan plenum    throw object employee slip incline fan housing fall housing hit right shoulder rib arm small laceration right eye,train
1163,low_injury,   non injury roof fall occur survey station 2751 no:3 entry,train
1164,low_injury,   receive hear loss diagnosis 12/12/13 employee term 3/5/13 long employ company accident date 3/5/13 accommodate online report msha denver instruction,train
1165,low_injury,   employee dust leave eye wind employee safety glass,train
1166,low_injury,   employee surgery elbow wrist 1/2/08 repetitive trauma suffer occupational illness    work 1/2 1/4/08 place restrict duty effective 1/7/08,train
1167,low_injury,   ee instal jig screen 1 cell 2 jig screen stick force screen break free cause lose control screen hand position catch tip finger tween jig screen screen frame,train
1168,low_injury,   employee walk run step band band pop hit low leg employee receive 2 stitch low leg,train
1169,low_injury,   ee adjust carburetor forklift hand throttle rod release fan blade cut right hand middle knuckle,train
1170,low_injury,   roof fall discover 2 north main crosscut 9 3 4 entry fall approximately 25 foot long 17 foot wide 5 foot thick area support 5 foot fully grout resin bolt,train
1171,low_injury,   fatal heart attack history heart problem nitro tablet,train
1172,low_injury,   injure employee remove drill steel drill hole small piece draw rock strike cheek result laceration require 4 suture close,train
1173,low_injury,   start complae hand hurt numb loose grip start miss work 3/28/05 surgery 3/31/05,train
1174,low_injury,   ee walk stairway step misjudged ground level hyper extend leave knee,train
1175,low_injury,   employee replace dryer screen finger get catch screen wood block,train
1176,low_injury,   employee instal fan pump d11r dozer bar slide new pump position bar slip outside finger right hand catch pump bar employee finish job home emergency room finger fractured tape wrap bandage,train
1177,low_injury,   loading drill pipe advance hole ee attach drill sle different rod    realize problem signal driller stop    driller immediately stop begin low rod    tension release rod fall ee try catch fall drill rod    force fall drill rod fractured ee leave finger impact,train
1178,low_injury,   ee dispatch maintenance service truck u-932 work wheel leak end dump unit 302 service truck foot slip step service t ruck grab steering wheel service truck fall low muscle strain process fall ground history proble,train
1179,low_injury,   employee unhook 2 roll liner place stock pile loader operator release tension chain employee unhook strap roll split level ground roll tighten chain pinch employee ring finger loader fork chain,train
1180,low_injury,   employee prepare work pump    walk past pump hand brush pump impeller cut right index finger    employee wear leather glove,train
1181,low_injury,   employee instal new flash new drop chute employee arm chute freshly cut metal cut upper arm require 8 stitch rubber immediately instal drop chute prevent injury,train
1182,low_injury,   employee remove cover swamp cool brush old ladder result splinter employee arm week later splinter remove d physician suture require,train
1183,low_injury,   fall occur crosscut 20 7 entry 4liw area fall intersection measure 18 wide 40 long 4 5 high affect equipment people air outby area cause coal rider 5 range,train
1184,low_injury,   employee unload stand ram car belt set finger mash stand    injury result fracture,train
1185,low_injury,   ee drill hole drill bit break ee los balance fall hit hand 1 2 cut need 1 layer stitch xraye ok,train
1186,low_injury,   employee assist set crane dragline stand track help guide main hoist position order gantry place cable attach gantry pull cause gantry tip fall gantry hit leg result gross contusion sprain rt foot,train
1187,low_injury,   ee injure concrete hose place concrete surge air pocket line end line jump hit ankle hospital determine ankle break cast send home release light duty work time,train
1188,low_injury,   employee place cross pad ground pinner cross miner cable small piece draw slate fall pin cut right arm receive 6 stitch,train
1189,low_injury,   8 hour operating scraper 623 report injury 7/22/09 work injury occur week,train
1190,low_injury,   ee allege carpal tunnel syndrome hand aggravate work ee admit condition start previous ee work driller ee surgery hand 2/8/0 0 second hand 3/21/00,train
1191,low_injury,   non injury roof fall occur xc 19 4 entry northwest main fall 18 wide x 30 long 7.5 high primary support 6 resin roof bolt,train
1192,low_injury,   employee allege 7/27/03 fuel equipment rain fall mud state feel pain day later physician tell damage rotator cuff employee report incident 8/1/03,train
1193,low_injury,   file 7001 protest operator investigation feel accident injury occur claim employee complete 7001 terminate b order issue 7 21 14 msha original citation 4278698 6 26 14,train
1194,low_injury,   employee operate cat 990 loader clean railbe look backward run uneven ground jostle claim hear pop low pain follow note    incident report aid case 10/24/13 management inform 12/18/13 visit physical therapist 12/19/2013,train
1195,low_injury,   rock fall roof strike ee backof head,train
1196,low_injury,   ee lie underneath dump truck instal starter piece metal fall leave eye foreign body remove leave residual rust ring clean ophthalmologist md tetanus shot,train
1197,low_injury,   roof fall occur 3 west crosscut 9 entry 6 7    cause fall weak laminate shale    fall adjacent roadway 7 entry,train
1198,low_injury,   try knock bear axel hammer punch piece metal chip leave arm wrist incision remove metal,train
1199,low_injury,   0745 4 shaft intermittent problem motor generator 0945 problem solve 4 shaft,train
1200,low_injury,   employee fix ground miner cable cut semi conductor belt slip cut left thumb require stitch,train
1201,low_injury,   employee experience recordable shift hearing,train
1202,low_injury,   ee state change 16 tire tire catch rubber mallet machine contact cause mallet flip strike ee upper lip examin ed 3 suture repair laceration ee release return work duty,train
1203,low_injury,   ee maintenance shop help otheremployee work cylinder loader theywere try turn 4 nut cylinder 4 pipe end wrench help tu rn nut nut come free pipe fall wrench hit injure foot,train
1204,low_injury,   roof fall occur 1st south main 1 entry 20 + 80 21 + 60 fall measure 60'x 19'x 7 cause undetected slip roof area july 2006 support 6 tension rebar roof bolt,train
1205,low_injury,   employee change battery old battery charger raise lid battery slip hand strike leave hand lid frame,train
1206,low_injury,   repetitive motion hand type,train
1207,low_injury,   hold piece steel radio antenna mount leave hand turn screwdriver right hand screwdriver slip screw leave hand,train
1208,low_injury,   employee lie grate conveyor catwalk weld new midrail conveyor    feel poke leave elbow    happen 9 11 18 report contractor 9 18 14    medical attention require anti biotic,train
1209,low_injury,   injure drag pump hand wheel cart pump roll cart injure hand cause laceration,train
1210,low_injury,   employee operate bucket hoist glove leave hand get entangle pulley result laceration require suture fracture little fingertip,train
1211,low_injury,   rockfall 6'x 20'x 30 4 return 1 entry 6 + 30,train
1212,low_injury,   injure employee hang piece curtain prop fall strike hand result laceration,train
1213,low_injury,   help pin operator 4 entry 2 unit rock fall hit leave wrist elbow knock hurt right knee,train
1214,low_injury,   ee allege cut piece tubing cut wheel blade get pinch piece steel    grab steel blade leave thumbnail thumb cut,train
1215,low_injury,   roof fall occur int 12 th east 3 entry 4210 station fall 25 wide 25 long 8 high affect ventialtion travel damage equipment cause injury area bolt 8 point anchor bolt,train
1216,low_injury,   small rock burst blow flyrock strike lacerate right arm right cheek,train
1217,low_injury,   hydraulic hose crimp machine malfuncione cause break piece hit head,train
1218,low_injury,   employee knock u joint hammer piece come hammer strike chest    small piece remove skin,train
1219,low_injury,   reportable roof fall occur 3 unit crosscut 21 2 entry crosscut 3 entry 2 entry crosscut unbolted area fall extend 2 entry pull 7 torque tension bolt,train
1220,low_injury,   employee pull femco telephone cable cable reel cable hang reel employee pull hard cable cable suddenly come free employee lose balance fall ground strike head hard hat result half inch laceration employee head ee receive staple close wound,train
1221,low_injury,   roof fall inactive slope,train
1222,low_injury,   run water surface area enter drift thunderstorm water partially block intake escapeway entry develop 80 150 foot highwall water pump injury damage equipment occur,train
1223,low_injury,   ee equipment got hit forehead cable,train
1224,low_injury,   kiln shutdown ee work maintenance repair precipitator collect screw conveyor place screw lid floor bounce burr edge lid strike cut right middle finger cause a1 1/2 laceration require 4 suture close,train
1225,low_injury,   ee utility knife cut belting    knife slip cut right wrist,train
1226,low_injury,   unintentional roof fall millenium portal 5n headgate entry 2 4368n crosscut 52 fall approx 35 long approx 20 wide approx 13 thick fall clean,train
1227,low_injury,   victim shovel clean person fall ill disorient immediately hospital arrive hospital 20 minute diagnosis global amnesia condition unrelated workplace accord attend physician,train
1228,low_injury,   roof fall occur 3rd west 7 entry 38 crosscut fall 26 wide 26 long 8 high area bolt 6 8 point anchor bolt fall affect ventilation damage equipment cause injury,train
1229,low_injury,   roof fall occur 2:45 pm 3:40 pm,train
1230,low_injury,   self inflict gun wound head,train
1231,low_injury,   operate shovel windshield come loose land ee nose nose cut break,train
1232,low_injury,   roof fall occur c conveyor belt approx 9 crosscut inby drive fall measure approx 20 ft 12 ftx 4 ft thick,train
1233,low_injury,   cedar creek elevator service 3:15 pm 3:58 pm 5/24/07 door malfunction,train
1234,low_injury,   employee drive haul truck bench result laceration leg,train
1235,low_injury,   employee weld chip slag dredge pipe morning 12:00 pm notice feel eye remember recall feel enter eye wear safety glass weld shield hard hat,train
1236,low_injury,   employee utility knife strip electrical wire attempt repair light service truck knife slip cut finger,train
1237,low_injury,   employee operate farm tractor piece debris fly eye    er eye thoroughly clean    small cut eyelid require prescription antibiotic    lose time,train
1238,low_injury,   employee drop mrs cathead hang roof 18 rope hanger unhook hanger cathead slip cause hanger flip hook catch nose result laceration require stitch,train
1239,low_injury,   4 unit belt line x cut 10 length 60 x width 20 x thickness 6.5,train
1240,low_injury,   cut pail knife slip cut right leg,train
1241,low_injury,   main portal elevator begin function erratically noon feb 17 remove service troubleshoot door roller drag gate switch w adjust elevator place service 2:15 pm,train
1242,low_injury,   employee check tire mantrip apparantly contact sharp edge leave forearm realize cut notice blood drip hand laceration leave forearm require 10 staple close treatment release work,train
1243,low_injury,   fall support roof find weekly exam abandon area fall locate 66 break south main 5 6 entry fall measure 20 x 90 x unknown height,train
1244,low_injury,   try dredge go employee overheat boat,train
1245,low_injury,   contractor employee climb access ladder rail tank car employee carry rope hand miss rung fall approx 9 ft strike bo lt fence rail scrape physicianapplie stitch prescribe pain killer,train
1246,low_injury,   fall find exam old abandon 1 lt panel 003 section fall 6 entry approx 15 20 inby survey station 7297 extend approx 175 ft survey station 7306 fall approximately 3 ft end 10'-12 thick approx 20 wide area ben support 4 ft bolt resupporte w/10 12 cable bolt coal seam approx 8,train
1247,low_injury,   change ram shield hit elbow inside shield,train
1248,low_injury,   rotate tire 994 loader add air leave rear tire blow,train
1249,low_injury,   employee stand low handrail rag hole sandbox rail break fall 1 1/2 strike groin area rail hit rail tear penis scrotum require 11 stiche,train
1250,low_injury,   roof fall occur 3rd main north belt 33 34 xcut 03 entry 103 + 90 fall 18'w 10'l 6'h area nov 1993 fall occur deterioration roof exist roof bolt area support 8 long point anchor roof bolt 2 glue anchor shell fall block passage material belt,train
1251,low_injury,   employee slip fall hill cut right knee require seven stitch,train
1252,low_injury,   employee bolt 7 entry steel break strike leave arm cause laceration e.r treatment stitch close wound,train
1253,low_injury,   blaze trail brush path ee come contact poison oak leafless state follow day allergic reactionwas noticie spread bod y,train
1254,low_injury,   employee cut timber crosscut see cut thumb,train
1255,low_injury,   unintentional roof fall occur track entry 30 inby spad 44 measure approx 10 high 18 wide 40 long affected area support 4 resin grout bolt 4 strap roof mat,train
1256,low_injury,   roof fall 23 break 4 belt    leave hand intersection 2    17 foot wide 6 foot high 25 foot long,train
1257,low_injury,   employee work heavily woode grassy area,train
1258,low_injury,   lift screen slip hand cut hand,train
1259,low_injury,   1:15pm ee wife come plant ee personal dr file stress claim affect angina company dispute claim carrier dr work angina,train
1260,low_injury,   employee strike face blow cement dust,train
1261,low_injury,   roof fall occur 80 foot inby spad 508 6 entry fall measure 40 ft long 4 ft thick 18 ft wide,train
1262,low_injury,   roof fall occur transition main break 33 1 entry intersection 2 entry area crib heiman beam instal 16 rope bolt instal prevent future fall,train
1263,low_injury,   injure check cable reel 4 shuttle car start work shift    check cable hold lid open left hand lid slip hand strike right index finger tip    cause small fracture tip finger,train
1264,low_injury,   trespasser involve atv accident approximately 400 yds gate enter    people fatally injure person seriously injure    victim employ associate,train
1265,low_injury,   employee load roof bolter cut strap pallet roof pan cut left hand utility knife employee wear glove result 5 stitch,train
1266,low_injury,   injure right hand index finger repair alternator 416b cat hoe injury require stitch,train
1267,low_injury,   day employee rebuild crusher b plant crane low chute place bypass chute chute employee crusher bypass chute guide chute piece place pinch chute release chute swing smash right hand chute bypass chute x ray fracture,train
1268,low_injury,   lift big rock feeder bin strain right wrist,train
1269,low_injury,   area roof fall occupy transition zone shale roof turn sandstone support fall supplemental support fall belt line develop 3 year prior fall damage beltline approx 30 foot,train
1270,low_injury,   miner assist miner carry piece pipe incline roadway recent snow fall road cover previous snow icy condition miner slip fall leave miner complain pain leave leg ankle,train
1271,low_injury,   ee walk kiln kiln raw material start 110 ft try stay low load cross section coat build step hole material level deep boot hot dust enter boot burn foot boot,train
1272,low_injury,   cut wheel grinder cut piece steel,train
1273,low_injury,   employee hang electrical power box fan starter injure hook cable hanger box slip thi grip fall box pull cable hanger hook hand thumb forefing result cut require 8 stitch,train
1274,low_injury,   employee curtain board bolt fall strike right middle finger medical treatment injury,train
1275,low_injury,   hang wall girt step mud lose footing fall hit arm column flange,train
1276,low_injury,   contractor work drill step bore hole fracture big toe right foot,train
1277,low_injury,   dozer operator push waste material access road material dozer way dozer slide high wall,train
1278,low_injury,   quicklime dust calcium oxide leave eye work screw conveyor,train
1279,low_injury,   ee hammer miner bit try knock insert bit lug,train
1280,low_injury,   instal kennedy stop rib roll hit employee leave foot result hair line fracture leave foot,train
1281,low_injury,   ee change idler concentrator division pry bar lift idler remove washer idler pry bar slip idler strike finger result injury,train
1282,low_injury,   employee operate end loader kawasaki 115z111 catch fire employee look load fire fire large hot local fire department respond extinguish 1 hour injury ee report fire msha telephone 9 29 04 9:30 a.m.,train
1283,low_injury,   employee wrench bolt wrench slip strike mouth chip tooth    dentist april 26 2004 tooth 8 fill    dentist indicate time root canal cap necessary    employee release duty,train
1284,low_injury,   hinge gear cover ee finger hinge open lift cover close finger,train
1285,low_injury,   electric power kick insulator blow main substation yard approximately 11:20 personnel meet fresh air base power restore approximately 5:15 pm n o incident,train
1286,low_injury,   employee chain differential motor lift hoist    differential get stick look stop chain break strike mouth,train
1287,low_injury,   punch plate have detach mount fall exit chute large screen raise come long pull center length chain attach upper corner(s punch plate plate stick pry bar free plate chain hook release chain strike center forehead 8 stitch lose workday,train
1288,low_injury,   employee remove table shoe spokane crusher sledge hammer sliver steel fly embed employee forearm,train
1289,low_injury,   weld cut think irritation flash burn clinic find foreign object right eye,train
1290,low_injury,   2/15/02 miner strike head pipe 2/26/02 receive chiropractic treatment,train
1291,low_injury,   employee pick main pump roof bolter motor shaft cut leave hand thumb index finger 5 suture require,train
1292,low_injury,   fire involve volvo fuel truck occur security guard note smoke come heavy equipment parking area immediately attempt contact forman inform fire attempt fail later discover battery portable radio run person foreman engine compartment operator cab engulf flame,train
1293,low_injury,   ee weld grind dl tub    high wind come cause fire blanket welding shield whip violently    thread fire blanket ee eye    wash site nature material elect clinic sure remove    okay,train
1294,low_injury,   c o trigger finger like syptom rt ring finger insidious onset past 8 month send 7/25 evaluation dx trigger finger surgery schedule august,train
1295,low_injury,   employee west dredge piece metal blow right eye wear safety glass prescription medication reportable accident,train
1296,low_injury,   ee oxy acty torch remove bar grizzly slip twist,train
1297,low_injury,   employee open cont miner remote control piece miner bit break piece bit hit ee corner mouth cause laceration,train
1298,low_injury,   roof bolt wast parallel entry 7 9 x cut 8 entry measure 80'x20'x7 area support 6 tension rebar roof bolt timber,train
1299,low_injury,   employee attempt open tube silicon    tube applicator device puncture seal tube long    employee welding rod try puncture seal tube    attempt unsuccessful second attempt miss tube weld rod puncture leave index finger,train
1300,low_injury,   ee close door grader finger catch door door frame evaluate dr suture require,train
1301,low_injury,   rock fall 2 break outby spad 1478 18 wide 20 long 8 high crib,train
1302,low_injury,   employee weld piece metal wash plant wear shield weld lift shield pick metal piece fall eye metal remove doctor fine,train
1303,low_injury,   break cable pulley main portal elevator door    elevator repair inspect service 10:25 a.m. 4/5/06,train
1304,low_injury,   roof fall open cross cut no.2 entry active section cross cut inby spad 51 fall 18 wide 6'-7 thick 20'long area dangere timber set crib build,train
1305,low_injury,   break brake caliper 7 10 hoist    injury,train
1306,low_injury,   employee instal cylinder boom truck hand get pinch man basket cylinder    transport golden health clinic treatment    wind clean stitch employee release duty,train
1307,low_injury,   ee change steel air track drill steel slip fall leave foot steel steel toe boot,train
1308,low_injury,   ee roll wire feeder pan middle finger catch handle end pan,train
1309,low_injury,   tighten bolt dryer drum,train
1310,low_injury,   instal belly pan main feed chute finger catch pan chute fractured finger tip,train
1311,low_injury,   employee help repair continuous miner conveyer chain hold hammer chain employee strike drive coulpe link employee drive coupling link strike injure employee leave hand fracture 5th digit,train
1312,low_injury,   drill hole body truck drill bit bind cause drill twist catch finger,train
1313,low_injury,   ee claim bilateral carpal tunnel syndrome relate repetitive motion work,train
1314,low_injury,   employee remove obstruction spring load backflow preventer valve screwdriver open plate slip catch middle finger leave hand cause laceration,train
1315,low_injury,   employee complaining pain possibly carpal tunnel syndrome,train
1316,low_injury,   roof fall occur l-5 room 2 track entry inby spad 5 + 20 fall intersection approx 45 long 18 wide 8 10 high,train
1317,low_injury,   employee drill press drill 1 1/2 inch hole bit slip employee chuck tighten    employee step right position hit foot actuator turn drill bit chuck    employee stitch hand result,train
1318,low_injury,   victim instal dywidag bolt jackleg pull driver bolt lose balance machine pivot forward leg victim hand pinch point result laceration pinky finger possible hairline fracture,train
1319,low_injury,   carry 12 fiber glass pole 4 wheeler pole hit mountain break puncture high leg,train
1320,low_injury,   ee slip 1 aic hose reach short split set driver fall backwards catch leave hand mat cut leave hand mat,train
1321,low_injury,   empmloyee operate 3/4 pneumatic impact tighten bolt crusher air movement circulate dust dirt employee notice irritation eye later find metal foreign body leave eye foreign body remove eye treat anti biotic drop patch,train
1322,low_injury,   straighten oxygen bottle try slide bottle cap cap come hit low lip right,train
1323,low_injury,   employee loosen spring retainer nut new brake wrench slip hit employee chin cause cut chin cut chin doctor 5 stiche,train
1324,low_injury,   employee repair step 992 loader 4 grinder wear safety goggle small piece metal collect clothing small piece metal blow wind right eye local e.r piece metal remove 2 prescription opthalmic medication return work restriction,train
1325,low_injury,   foreman attempt track beam uninstalled roadway track slide track beam catch index finger beam    receive stitch pinch,train
1326,low_injury,   ride lube truck buddy seat    hand slip seat finger strike rotate ac fan blade,train
1327,low_injury,   receive report hear threshold shift employee,train
1328,low_injury,   ee shovel granite underneath splitter start upper right shoulder pain,train
1329,low_injury,   contractor employee entrap coarse crusher step 1&2 elevator 2:51 p.m.    entrap ee lakehead constructor    entrap 45 minute steel employee 468 27 contractor,train
1330,low_injury,   perform work 3 track motor anderson plug ground employee decide remove battery cover lid cut lead anderson plug pair kline cutter cut lead result arc cause hydrogen gas explode splash acid eye,train
1331,low_injury,   remove bucket tooth 988 loader 023 809 replacement    ee sledge hammer remove tooth    strike tooth piece metal come lodge skin underneath cheek bone release,train
1332,low_injury,   unintentional roof fall occur 4 entry break 245 2 break inby spad 1366 size fall approx 60'l x 18 w x 6 8 h area support 4 fully grout r esin bolt injury ventilation interrupt belt trackway block,train
1333,low_injury,   reportable time lose employee bretby chain catch finger chain mash cut finger require stitch,train
1334,low_injury,   prepare adjust impactor open inspection door pinch finger handle brace,train
1335,low_injury,   employee trip fall window lacerate right hand,train
1336,low_injury,   chain fall pulley accident finger catch chain,train
1337,low_injury,   find sun night pre shift 3rd shift roof fall 3 west 5 entry x c 9 intake airway 30'w x 50'l x 12 thick area slip fall 5 entry x c 6 area dangere,train
1338,low_injury,   ee pry shell liner primary mill line 6 pry feel pain leave forearm continue work dr 2 24 00 prescribe physic al therapy,train
1339,low_injury,   employee build brattice stack block mandoor recieve laceration right little finger,train
1340,low_injury,   conrol trip need reset,train
1341,low_injury,   employee wheel barrow floor dry pinch finger handle metal bin cause laceration employee transport hospital receive 10 suture close laceration,train
1342,low_injury,   2 hose come apart whip ground strike employee heel,train
1343,low_injury,   operation man material hoist interupte 30 minute thunderstorm cause fuse blow hoist electrical system,train
1344,low_injury,   ee state cut piece belt leave hand slip knife cut leave index finger laceration require 8 suture,train
1345,low_injury,   employee attempt clean crusher    door remove lean wall employee insert air lance crusher hose snag door cause fall injure employee right foot steel toe,train
1346,low_injury,   employee repair idler head pulley belt cause employee hand lodge    stitch leave little fingertip possible fracture,train
1347,low_injury,   employee disconnect camlock couple tight break free strike face right eye,train
1348,low_injury,   explosive misfire drill operator drilling co. rd head 14e 75 machine drill steel strike unexploded explosive consist cap stick dynamite small anfo damage machine operator,train
1349,low_injury,   employee attempt climb dozer foot slip fall land wrist forearm,train
1350,low_injury,   ee low end shipping drive ground rod electrical)into ground complete task miss rod sledge hammer strain lef t lumbar area,train
1351,low_injury,   scaffold lug fail southeast quadrant vessel cause insufficient weld scaffold lug,train
1352,low_injury,   miner collar hole secondary escape raise face drill strike face knock plate size rock loose strike miner near wrist glove cuff cuff cevlar sleeve cause laceration leave wrist,train
1353,low_injury,   cut zip tie bundle wire knife slip cut right thumb result 5 stitch,train
1354,low_injury,   unite taconite plant lose power polarity issue transformer    result overhead crane operator strand crane power restore    crane instal emergency evacuation descend unit determine situation require use,train
1355,low_injury,   drill install roof bolt loose shale fall strike employee upper lip stitch need close laceration,train
1356,low_injury,   roof fall abandedre 7th sub panel north old 3 2nd main west entry approx 18 long 8 high 20 wide,train
1357,low_injury,   brake car jump track low fct underground 1:02 pm 3:52 pm,train
1358,low_injury,   ee remove guard belt drive foreign material right eye prescription medication,train
1359,low_injury,   rock fall occur on2/24/14 6 entry 3 + 00 2nd north panel measure 25 ft long x 18 ft wide x 8 ft thick fall crib,train
1360,low_injury,   employee experience recordable standard thresh hold shift workplace,train
1361,low_injury,   eimco cont miner cut 3 place ignition occur approx 3 5 second flare injury property damage incur,train
1362,low_injury,   ee remove form pin hit wedge pin hammer pin hit form cause pin ricochet hit mouth right middle tooth fracture,train
1363,low_injury,   near miss cardox tube unexpectedly load production worker tube load fixture discharge,train
1364,low_injury,   employee cut belt prepare belt splice run knife leave hand accident receive stitch leave thumb left hand return work,train
1365,low_injury,   7:10 07/29/2014 roof fall anchorage discover north g entry intake survey spad 13 + 30 injury property damage fall rebolte clean area 2005 7 day exam support 6 ft fully grout bolt appear cause normal weathering,train
1366,low_injury,   injure ee remove decorative rock office rock bucket loader lose grip rock rock smash leave index finger,train
1367,low_injury,   employee cut inch thick steel plate torch pop moment employee jerk head torch fall accross arm cause burn,train
1368,low_injury,   walk tool car run metal strap lacerate right ear require suture,train
1369,low_injury,   load unload pat dozer segment head hospital observation pain chest,train
1370,low_injury,   employee slam finger door loader open door activate pull cord tip middle finger right hand fracture,train
1371,low_injury,   co worker throw cut torch ground floor level injure employee cut torch hit employee chin loosen tooth crack upper tooth,train
1372,low_injury,   roof fall occur 16-#17 x cut obhg longwall section tailgate entry fall measure 25 ft long 16 ft wide 20 ft high total height floor perso n injure equipment damage,train
1373,low_injury,   employee open knife valve pry bar pry bar slip employee fall backwards hit head hopper cause laceration head,train
1374,low_injury,   stand deck build drill secure cable overhead deck build wood slick water deck board properly secure unsecured ee fall appro x 2 ground strike upper torso drill control panel guard plate,train
1375,low_injury,   rock fall occur 3 break inby 017 c section headdrive locate right right field fork main fall measure 4 ft thick 40 ft long 20 25 ft wide,train
1376,low_injury,   fall roof occur 13th n.w panel crosscut 4 2 unit 5 entry fall 25'lx20'wx5't ventilation equipment personel affect,train
1377,low_injury,   plaster stop plaster fall rubber glove hit right eye lose time,train
1378,low_injury,   roof fall occur east main intersection crosscut 23 2 entry measure approximately 25 ft long x 18 ft wide x 8 ft high area support square crib 4 ft fully grout roof bolt 8 ft cable bolt,train
1379,low_injury,   hot product kiln 5 cvooler bed cause 89 801 belt catch fire fire approx 45 60 minute extinguish volunteer fire dept ee hospital smoke inhalation treat release,train
1380,low_injury,   employee load bucket tooth service truck right ring finger pinch tooth tail gate service truck,train
1381,low_injury,   employee load powder truck emulsion 4100 emulsion bay step elevate curb emulsion tote store feel pop right foot nd immediate pain e.r evaluation treatment diagnose fracture release duty,train
1382,low_injury,   bounce occur longwall tailgate cause immediate roof fall block access face tailgate,train
1383,low_injury,   employee descend end loader feel sharp pain run leave ring finger leave elbow previously experience occasional numbness tingle leave hand di d reportable carpal tunnel surgery 8 14 03,train
